Date,Closing Price,Open,High,Low
2021-05-25,0.3486084997,0.3666897554,0.3807046012,0.3229722479
2021-05-26,0.3472869293,0.3464704754,0.367165044,0.3375475808
2021-05-27,0.33306692,0.3534354502,0.3536126376,0.3278089086
2021-05-28,0.3047765834,0.3343541225,0.347885083,0.303277964
2021-05-29,0.2985486152,0.3115547003,0.3181527397,0.2804325527
2021-05-30,0.3036249146,0.3031871697,0.3110866832,0.2873031604
2021-05-31,0.3245741197,0.302112466,0.3299297593,0.2944217654
2021-06-01,0.3706638416,0.3256697634,0.3777065007,0.3116019028
2021-06-02,0.4176002045,0.3699944966,0.4461242022,0.3512368692
2021-06-03,0.4032129346,0.4233896179,0.4413741533,0.3801204007
2021-06-04,0.3835275959,0.400909553,0.4021997891,0.3502494814
2021-06-05,0.3667692215,0.3767759392,0.3952781912,0.3603141953
2021-06-06,0.3686250711,0.3717705121,0.3773462858,0.3670125185
2021-06-07,0.3400576346,0.371642975,0.3801577797,0.3303939979
2021-06-08,0.3308023356,0.3317843679,0.342091522,0.2956837885
2021-06-09,0.3444003494,0.3263100588,0.3547653894,0.3127221315
2021-06-10,0.327612065,0.3433863909,0.3452226728,0.3228380477
2021-06-11,0.3199142743,0.3262325987,0.3336331555,0.3111607354
2021-06-12,0.3129034242,0.3187656189,0.3187800453,0.3012582352
2021-06-13,0.3234484927,0.3123621316,0.3295003527,0.3077282163
