Currency,Date,Closing Price,Open,High,Low
DOGE,2019-06-20,0.003143498,0.0031347388,0.0031979783,0.0029556093
DOGE,2019-06-21,0.0031868634,0.003143498,0.0032735036,0.0030064049
DOGE,2019-06-22,0.0032340358,0.0032669845,0.003426414,0.0031194747
DOGE,2019-06-23,0.0033544806,0.0032337093,0.0034447786,0.0031673627
DOGE,2019-06-24,0.0033028233,0.0033544854,0.0034365007,0.0031322286
DOGE,2019-06-25,0.003266447,0.0033028233,0.0034882585,0.0031557221
DOGE,2019-06-26,0.0032141307,0.003266447,0.003447344,0.0030462322
DOGE,2019-06-27,0.0034279583,0.0032141307,0.0036456737,0.0028299534
DOGE,2019-06-28,0.003442683,0.00336822,0.0035888065,0.0032161032
DOGE,2019-06-29,0.0034805702,0.0033585637,0.003514356,0.003123429
DOGE,2019-06-30,0.0032754379,0.0034805702,0.003512884,0.0031595399
DOGE,2019-07-01,0.0031686798,0.0032754379,0.0033559314,0.0029379201
DOGE,2019-07-02,0.0031438092,0.0032366954,0.0033005433,0.0029512206
DOGE,2019-07-03,0.0032241032,0.0031299644,0.0033410367,0.0030065813
DOGE,2019-07-04,0.0032726165,0.0032241032,0.0034500789,0.003034529
DOGE,2019-07-05,0.0037244573,0.003227263,0.0046100966,0.0030471971
DOGE,2019-07-06,0.0034788368,0.0037244573,0.0039916882,0.0033282774
DOGE,2019-07-07,0.0036485865,0.003471453,0.0037018661,0.0033444798
DOGE,2019-07-08,0.0035402902,0.003647709,0.003672371,0.0033897402
DOGE,2019-07-09,0.0034428662,0.0035401473,0.0036042527,0.0033506723
DOGE,2019-07-10,0.0033684524,0.0035006469,0.0036050828,0.0031886067
DOGE,2019-07-11,0.0032031106,0.0033687834,0.0033905578,0.0030541606
DOGE,2019-07-12,0.003265816,0.0032035622,0.0033865625,0.0031474421
DOGE,2019-07-13,0.0032450172,0.0032667847,0.0032983538,0.0030774826
DOGE,2019-07-14,0.0029681533,0.0032788618,0.0032904105,0.0029188845
DOGE,2019-07-15,0.0030835647,0.0029680972,0.0031128739,0.0027983186
DOGE,2019-07-16,0.0027958167,0.0030833962,0.0031735055,0.0027177783
DOGE,2019-07-17,0.0029023204,0.002804469,0.0030532341,0.0027080475
DOGE,2019-07-18,0.0030815175,0.0029034734,0.0031543174,0.0027450663
DOGE,2019-07-19,0.0030057335,0.0030815139,0.0031667824,0.0028725584
DOGE,2019-07-20,0.0031719105,0.0030057736,0.0031773073,0.0029394743
DOGE,2019-07-21,0.0029901184,0.0031714867,0.0031949612,0.0029393774
DOGE,2019-07-22,0.0029366164,0.0029900802,0.0030775331,0.0028815421
DOGE,2019-07-23,0.002869427,0.0029391389,0.0029712925,0.0027966977
DOGE,2019-07-24,0.0029093949,0.002839101,0.0029156296,0.0027176494
DOGE,2019-07-25,0.0028789121,0.0029093949,0.00301988,0.0028331394
DOGE,2019-07-26,0.0028660943,0.0028789134,0.0029367925,0.0028199887
DOGE,2019-07-27,0.0027606419,0.0029124727,0.0030280893,0.0027282355
DOGE,2019-07-28,0.0028245064,0.0027590025,0.0028450684,0.002683467
DOGE,2019-07-29,0.0027990453,0.0028245047,0.0028729064,0.0027491648
DOGE,2019-07-30,0.00278414,0.0027990865,0.0028583222,0.0027354488
DOGE,2019-07-31,0.0028311552,0.0027841875,0.0029134693,0.0027271698
DOGE,2019-08-01,0.0028466542,0.0028310421,0.0030042085,0.0027912561
DOGE,2019-08-02,0.0029239776,0.0028465704,0.0029677295,0.0028180564
DOGE,2019-08-03,0.0028816177,0.0029240045,0.0029945956,0.0028424975
DOGE,2019-08-04,0.0029254007,0.0028816194,0.0030421583,0.0027971414
DOGE,2019-08-05,0.003063506,0.0029254065,0.0032060817,0.0028842005
DOGE,2019-08-06,0.0028993592,0.0030635476,0.0031745308,0.0028667316
DOGE,2019-08-07,0.0029769738,0.0028992579,0.0030952029,0.0028335411
DOGE,2019-08-08,0.0029257946,0.0029791939,0.0030450914,0.0028063038
DOGE,2019-08-09,0.0029000924,0.0029263318,0.0030191008,0.002825681
DOGE,2019-08-10,0.0028267517,0.0029000924,0.0029618586,0.002743426
DOGE,2019-08-11,0.0029539631,0.0028629972,0.0029600749,0.002808558
DOGE,2019-08-12,0.0028917336,0.0029539224,0.0029594469,0.0028325849
DOGE,2019-08-13,0.002818,0.0028916098,0.0029274819,0.002734728
DOGE,2019-08-14,0.0028331186,0.0028189733,0.0028813244,0.0026414128
DOGE,2019-08-15,0.0026126613,0.0028332998,0.0028338173,0.0025285849
DOGE,2019-08-16,0.0026661825,0.002581822,0.0027176413,0.0024745798
DOGE,2019-08-17,0.0026447008,0.0026662959,0.0026927387,0.0025473832
DOGE,2019-08-18,0.0027001399,0.0026431605,0.0027782006,0.0025617895
DOGE,2019-08-19,0.0027258601,0.0027001675,0.0028652096,0.0026864746
DOGE,2019-08-20,0.002737441,0.002726135,0.002816901,0.0026671253
DOGE,2019-08-21,0.0026846275,0.0027377663,0.0027787833,0.002511834
DOGE,2019-08-22,0.0027131193,0.0026846275,0.002733952,0.002542433
DOGE,2019-08-23,0.0026634305,0.0027132206,0.0027134856,0.0025646469
DOGE,2019-08-24,0.0025810864,0.0026636443,0.0026957707,0.0025239765
DOGE,2019-08-25,0.0026104872,0.0025808636,0.0027116867,0.0025126328
DOGE,2019-08-26,0.0026048923,0.0026099412,0.0027326429,0.00254966
DOGE,2019-08-27,0.002568059,0.0026045641,0.002660834,0.0025408278
DOGE,2019-08-28,0.0024739459,0.0026276239,0.0026320214,0.002439463
DOGE,2019-08-29,0.0024118337,0.0024736539,0.0025235808,0.0023429805
DOGE,2019-08-30,0.0024759454,0.0024118341,0.0024884084,0.0023730032
DOGE,2019-08-31,0.0024841299,0.0024757837,0.0024992031,0.0023968766
DOGE,2019-09-01,0.002513243,0.0024838652,0.0025204682,0.002407486
DOGE,2019-09-02,0.0025963957,0.0025134442,0.0026865539,0.0024399315
DOGE,2019-09-03,0.0026428042,0.0025740706,0.0026643418,0.0024939047
DOGE,2019-09-04,0.0025300078,0.0026429326,0.002643144,0.0024599253
DOGE,2019-09-05,0.0024730659,0.002529953,0.0025418375,0.0024225451
DOGE,2019-09-06,0.0024561499,0.0024730659,0.0025976063,0.0023734453
DOGE,2019-09-07,0.0024367085,0.0024560775,0.0025232747,0.0023463635
DOGE,2019-09-08,0.0024719545,0.0024361025,0.0025371607,0.0024053767
DOGE,2019-09-09,0.002472235,0.0024717959,0.0024860722,0.0023658926
DOGE,2019-09-10,0.0023593843,0.002472235,0.0024772703,0.0023315483
DOGE,2019-09-11,0.002371136,0.0023596046,0.0024408603,0.0023109118
DOGE,2019-09-12,0.0024219107,0.0023711968,0.0024630934,0.0023293297
DOGE,2019-09-13,0.002423526,0.0024218374,0.0024603142,0.0023532401
DOGE,2019-09-14,0.0024026112,0.0024229009,0.0024539241,0.0023730463
DOGE,2019-09-15,0.0024471325,0.0024026105,0.0025528904,0.0023863376
DOGE,2019-09-16,0.0024214851,0.0024471325,0.0024846375,0.0023621471
DOGE,2019-09-17,0.002630235,0.0024214851,0.0026537354,0.0023755687
DOGE,2019-09-18,0.0026985822,0.0026302433,0.0028396709,0.0025578809
DOGE,2019-09-19,0.002687775,0.0026981888,0.0027544753,0.0025203138
DOGE,2019-09-20,0.0027094972,0.0026878082,0.0027337516,0.0026201898
DOGE,2019-09-21,0.0025275421,0.0027094972,0.0027160125,0.0025174189
DOGE,2019-09-22,0.002549384,0.0025280541,0.0026027937,0.0024969131
DOGE,2019-09-23,0.0024684291,0.0025493847,0.0025919007,0.0024289908
DOGE,2019-09-24,0.0021904869,0.0024684064,0.0025062714,0.0019786814
DOGE,2019-09-25,0.0022001418,0.0021903898,0.0022511242,0.0020723629
DOGE,2019-09-26,0.0021397931,0.0022000893,0.0022484466,0.0020049454
DOGE,2019-09-27,0.0021690222,0.0021387373,0.0022171964,0.0020893853
DOGE,2019-09-28,0.0021668525,0.0021690214,0.0022415369,0.002126871
DOGE,2019-09-29,0.0021996766,0.0021670216,0.0022433563,0.0020912931
DOGE,2019-09-30,0.0023806162,0.0022006134,0.002451838,0.0021107362
DOGE,2019-10-01,0.0023879336,0.0023806359,0.0025156729,0.0023354052
DOGE,2019-10-02,0.0023114419,0.0023879336,0.0023988308,0.0022504132
DOGE,2019-10-03,0.0022942817,0.0023114626,0.0023478641,0.0022076454
DOGE,2019-10-04,0.0023404755,0.002294382,0.0023681502,0.0022102741
DOGE,2019-10-05,0.0023373266,0.0023404755,0.0023496063,0.002255403
DOGE,2019-10-06,0.0022722978,0.0022918261,0.0023398371,0.0022196529
DOGE,2019-10-07,0.0023585791,0.0022722911,0.0023936239,0.0022100941
DOGE,2019-10-08,0.0023077623,0.0023585898,0.0023919166,0.0022774567
DOGE,2019-10-09,0.002340083,0.0023201135,0.0024078719,0.0022778119
DOGE,2019-10-10,0.0023156671,0.002340083,0.0023892175,0.0022440099
DOGE,2019-10-11,0.0022885862,0.0023156671,0.002353619,0.0021837891
DOGE,2019-10-12,0.0023245879,0.0022884961,0.0023301797,0.0022543313
DOGE,2019-10-13,0.0024604324,0.0023246565,0.0026561266,0.0022827844
DOGE,2019-10-14,0.002526997,0.0024604296,0.0027383127,0.0024082861
DOGE,2019-10-15,0.0025306633,0.00250605,0.0026002335,0.0024308271
DOGE,2019-10-16,0.0026091583,0.0025160129,0.0026283304,0.0024690326
DOGE,2019-10-17,0.0027528378,0.0026092029,0.0029768394,0.0025640272
DOGE,2019-10-18,0.0026582732,0.0027537701,0.0028931974,0.0026156217
DOGE,2019-10-19,0.0027022925,0.0026590932,0.0027997972,0.0026242065
DOGE,2019-10-20,0.0027118121,0.0027022925,0.0027749069,0.0026303864
DOGE,2019-10-21,0.0026969196,0.0027047158,0.0027665845,0.0025586728
DOGE,2019-10-22,0.0025690009,0.0026969099,0.0027659824,0.0025403814
DOGE,2019-10-23,0.0024840388,0.002514091,0.002569524,0.0023402073
DOGE,2019-10-24,0.0024989869,0.0024840388,0.0025532615,0.002405616
DOGE,2019-10-25,0.0026475543,0.0025226759,0.0027696925,0.0024680051
DOGE,2019-10-26,0.0025710455,0.0026478267,0.002969604,0.0025240448
DOGE,2019-10-27,0.0026504332,0.0026077299,0.0027960598,0.0025355495
DOGE,2019-10-28,0.0026612728,0.0026503167,0.0027553463,0.0025973304
DOGE,2019-10-29,0.0026272853,0.002661268,0.0027259958,0.0025803852
DOGE,2019-10-30,0.0026289278,0.0026274341,0.0028207968,0.0025529755
DOGE,2019-10-31,0.0025790593,0.0026289724,0.0026760034,0.0025315569
DOGE,2019-11-01,0.002633168,0.0025705925,0.0026634323,0.0025464688
DOGE,2019-11-02,0.0025944916,0.0026372466,0.002659997,0.0025209284
DOGE,2019-11-03,0.002570254,0.0025945333,0.0026395558,0.0025035586
DOGE,2019-11-04,0.0025642806,0.0025703129,0.0026405303,0.0024875645
DOGE,2019-11-05,0.002574997,0.0025735474,0.0026253406,0.0025175126
DOGE,2019-11-06,0.002548095,0.002574898,0.002626966,0.0025273819
DOGE,2019-11-07,0.0026778575,0.00254859,0.0027618764,0.0025318094
DOGE,2019-11-08,0.0026513769,0.0027362563,0.0027476824,0.0025364922
DOGE,2019-11-09,0.0026964415,0.0026515218,0.0027551984,0.0026008761
DOGE,2019-11-10,0.0027865769,0.0026963924,0.00279513,0.0026684652
DOGE,2019-11-11,0.002709923,0.0027570701,0.0027935531,0.0026207178
DOGE,2019-11-12,0.0026959451,0.0027100382,0.0027705945,0.0026132449
DOGE,2019-11-13,0.0027001153,0.0026957958,0.0027205545,0.0026114557
DOGE,2019-11-14,0.0025982759,0.0027104318,0.0027454362,0.0025683058
DOGE,2019-11-15,0.0026983873,0.0025986211,0.002703473,0.002514944
DOGE,2019-11-16,0.0027055524,0.002697156,0.0027202412,0.0025449305
DOGE,2019-11-17,0.0025942928,0.0027055525,0.0027168516,0.0025520977
DOGE,2019-11-18,0.0025387512,0.0026248451,0.0026278022,0.0024565296
DOGE,2019-11-19,0.002498707,0.0025387463,0.0025864141,0.002436345
DOGE,2019-11-20,0.0025431375,0.0025572212,0.0026177711,0.0024516852
DOGE,2019-11-21,0.0024186209,0.0025430539,0.0025600234,0.0022941122
DOGE,2019-11-22,0.0023702738,0.0023730526,0.0024449492,0.0021378973
DOGE,2019-11-23,0.0023549188,0.002370931,0.0024046657,0.0022352144
DOGE,2019-11-24,0.0022727181,0.0023561958,0.0024077367,0.0022321169
DOGE,2019-11-25,0.0022552379,0.0022487878,0.0023427639,0.0020930189
DOGE,2019-11-26,0.0022293336,0.0022554922,0.0023232222,0.0021943549
DOGE,2019-11-27,0.0023340971,0.0022295726,0.0023854788,0.0021502075
DOGE,2019-11-28,0.0022575208,0.0023348261,0.0023584825,0.002253059
DOGE,2019-11-29,0.0023477684,0.0022574831,0.0023845678,0.0022524269
DOGE,2019-11-30,0.0023269761,0.0023478834,0.0023883259,0.0022528051
DOGE,2019-12-01,0.0022575897,0.0023270032,0.0023348653,0.0022259769
DOGE,2019-12-02,0.0022174829,0.0022572413,0.0022990242,0.0021277379
DOGE,2019-12-03,0.0021535857,0.0022177144,0.0022775603,0.0021314071
DOGE,2019-12-04,0.0021838484,0.0021536169,0.0022702685,0.0021086179
DOGE,2019-12-05,0.0021529538,0.0021838863,0.002219911,0.0021152464
DOGE,2019-12-06,0.0021805073,0.002207462,0.002238236,0.0020680469
DOGE,2019-12-07,0.0021872956,0.0021804913,0.0022547591,0.0021364112
DOGE,2019-12-08,0.0021913803,0.0021872956,0.0022447996,0.0021547649
DOGE,2019-12-09,0.0021837704,0.0022033648,0.0022581827,0.0021288887
DOGE,2019-12-10,0.0021578812,0.002183873,0.0021979678,0.002094795
DOGE,2019-12-11,0.002117234,0.0021579599,0.0021717047,0.002093612
DOGE,2019-12-12,0.0021250311,0.0021166699,0.0021552227,0.0020833063
DOGE,2019-12-13,0.0021417236,0.0021250453,0.002190059,0.0021054696
DOGE,2019-12-14,0.0021229694,0.0021418007,0.0022195178,0.0020604928
DOGE,2019-12-15,0.0021354285,0.0021229722,0.0021880966,0.0020667161
DOGE,2019-12-16,0.0020769622,0.0021353406,0.0021857692,0.0020574712
DOGE,2019-12-17,0.0019712695,0.0020769817,0.0021147035,0.0019271949
DOGE,2019-12-18,0.0020791479,0.0019712728,0.0020852003,0.0018889573
DOGE,2019-12-19,0.0020262991,0.0020613867,0.0021259982,0.0019870154
DOGE,2019-12-20,0.0020531684,0.0020262991,0.0020599356,0.0019901883
DOGE,2019-12-21,0.0020585814,0.0020532212,0.0020892736,0.0020088151
DOGE,2019-12-22,0.0019988809,0.002058656,0.0021045253,0.0019802383
DOGE,2019-12-23,0.0020237167,0.0019988716,0.0020862779,0.0019669796
DOGE,2019-12-24,0.002026126,0.0020238794,0.0020372836,0.0019414057
DOGE,2019-12-25,0.0020286363,0.0020260372,0.0020872616,0.0019755978
DOGE,2019-12-26,0.0020213022,0.0020292682,0.0020809703,0.0019678827
DOGE,2019-12-27,0.001993184,0.0020544244,0.0020590886,0.0019650935
DOGE,2019-12-28,0.0019986175,0.0019932375,0.0020963862,0.0019837202
DOGE,2019-12-29,0.002034085,0.001998614,0.0020822693,0.0019939361
DOGE,2019-12-30,0.0020246566,0.0020246621,0.0020554773,0.0019824022
DOGE,2019-12-31,0.0020289557,0.0020247198,0.0020339962,0.0019652751
DOGE,2020-01-01,0.0020510008,0.0020290537,0.0020755236,0.0019670493
DOGE,2020-01-02,0.001982176,0.0020508497,0.0020551945,0.0019486949
DOGE,2020-01-03,0.002035353,0.001982176,0.0020506931,0.0019538083
DOGE,2020-01-04,0.002059966,0.0020353485,0.002102834,0.0019976104
DOGE,2020-01-05,0.0020865566,0.002059914,0.0021204299,0.0020161779
DOGE,2020-01-06,0.0021136303,0.0020865807,0.0021707608,0.0020509088
DOGE,2020-01-07,0.0021299259,0.0021138246,0.0021965541,0.0021007271
DOGE,2020-01-08,0.0021357626,0.0021300119,0.0022514214,0.0020462355
DOGE,2020-01-09,0.002114771,0.0021359706,0.0022016506,0.0020267511
DOGE,2020-01-10,0.0021880444,0.002115028,0.0022439671,0.0020923725
DOGE,2020-01-11,0.0021762857,0.0021880443,0.0022590005,0.0021232959
DOGE,2020-01-12,0.002208545,0.0021760908,0.0022561235,0.0021292989
DOGE,2020-01-13,0.0021441944,0.002208616,0.0022515905,0.002128738
DOGE,2020-01-14,0.0022951027,0.0021445742,0.0023888514,0.0021106696
DOGE,2020-01-15,0.00238331,0.0022956855,0.0025057446,0.002294284
DOGE,2020-01-16,0.0023373261,0.0023823312,0.0023863938,0.0022561822
DOGE,2020-01-17,0.0024925312,0.0023368392,0.0025375526,0.0023000171
DOGE,2020-01-18,0.0025101793,0.0024928031,0.0025607446,0.0024119047
DOGE,2020-01-19,0.0023828666,0.0025192117,0.0026267446,0.0023369717
DOGE,2020-01-20,0.002402522,0.0023834782,0.0024170373,0.0023398148
DOGE,2020-01-21,0.002353708,0.0024046639,0.0024078695,0.0023204635
DOGE,2020-01-22,0.0023358214,0.002353567,0.0024030487,0.0023114091
DOGE,2020-01-23,0.0022447579,0.0023359944,0.002393037,0.0021930024
DOGE,2020-01-24,0.0022727984,0.0022446923,0.0022844941,0.0021772301
DOGE,2020-01-25,0.0022455103,0.0022728286,0.0022735027,0.002188915
DOGE,2020-01-26,0.0022746332,0.002245677,0.0023022193,0.0021968703
DOGE,2020-01-27,0.0023485661,0.002272013,0.0024262116,0.0022490204
DOGE,2020-01-28,0.0024011508,0.0023486122,0.0024273765,0.0023476119
DOGE,2020-01-29,0.0023973427,0.0024011629,0.0024904577,0.0023418247
DOGE,2020-01-30,0.0024345469,0.0023973838,0.0024455754,0.0023321036
DOGE,2020-01-31,0.0023989804,0.0024353277,0.0024544034,0.0023441605
DOGE,2020-02-01,0.0024164828,0.0023989336,0.0024294455,0.0023560075
DOGE,2020-02-02,0.0025098807,0.0023871073,0.0025329528,0.0023541005
DOGE,2020-02-03,0.0024156387,0.0024507519,0.0025557091,0.0024093033
DOGE,2020-02-04,0.0024932553,0.0024129843,0.0025353628,0.00238679
DOGE,2020-02-05,0.0025332628,0.0024932958,0.002684847,0.0024766169
DOGE,2020-02-06,0.0026310712,0.0025358552,0.0027137379,0.0025171316
DOGE,2020-02-07,0.0027964684,0.0026310609,0.002814583,0.0026273437
DOGE,2020-02-08,0.0031654311,0.0027964542,0.0033039279,0.0027179973
DOGE,2020-02-09,0.0032260093,0.0031654311,0.0036503626,0.0030487787
DOGE,2020-02-10,0.0029533699,0.0032259992,0.0033164263,0.0028524748
DOGE,2020-02-11,0.003056873,0.0029587182,0.0031317149,0.0028362132
DOGE,2020-02-12,0.0030899232,0.0030559084,0.0031991496,0.0030004582
DOGE,2020-02-13,0.0030275483,0.0030924784,0.0032295672,0.0029497173
