Currency,Date,Closing Price,Open,High,Low
DOGE,2020-02-14,0.0031207698,0.0030275483,0.003175492,0.0029718912
DOGE,2020-02-15,0.0029643579,0.0031207786,0.0031959912,0.0028115467
DOGE,2020-02-16,0.0026783769,0.0029643478,0.0029840649,0.0025753825
DOGE,2020-02-17,0.0026432398,0.002678148,0.0027810559,0.0025053856
DOGE,2020-02-18,0.0027989576,0.0026432554,0.0028706527,0.0026324076
DOGE,2020-02-19,0.0026757208,0.0027993993,0.0029144819,0.0025518869
DOGE,2020-02-20,0.0026366391,0.0026755792,0.0026877034,0.0025215255
DOGE,2020-02-21,0.0026834616,0.0026366319,0.0027263547,0.0025968667
DOGE,2020-02-22,0.0026136125,0.0026834801,0.0026902328,0.0025290483
DOGE,2020-02-23,0.0026692541,0.0026136253,0.002691479,0.0025365152
DOGE,2020-02-24,0.0025909713,0.0026692637,0.002691688,0.0025267846
DOGE,2020-02-25,0.0024537252,0.0025909494,0.002599641,0.002375244
DOGE,2020-02-26,0.0023466349,0.0024529883,0.0025146996,0.0021805741
DOGE,2020-02-27,0.0023389135,0.002346808,0.0024181598,0.0022529364
DOGE,2020-02-28,0.0023377592,0.0023390171,0.0023751916,0.0022210552
DOGE,2020-02-29,0.0022471773,0.0023442655,0.002344865,0.0022350934
DOGE,2020-03-01,0.0022886421,0.0022472164,0.0023317819,0.0021648912
DOGE,2020-03-02,0.0023726661,0.0022884641,0.0023877255,0.0022338828
DOGE,2020-03-03,0.0025235114,0.0023725221,0.0025415043,0.0022997676
DOGE,2020-03-04,0.0024120316,0.0025235198,0.0025383908,0.0023675188
DOGE,2020-03-05,0.0025141416,0.0024111311,0.0025426673,0.0023994653
DOGE,2020-03-06,0.002477819,0.0025141973,0.0025285644,0.0024461818
DOGE,2020-03-07,0.0024120749,0.0024777307,0.0025197651,0.0023935657
DOGE,2020-03-08,0.0022003277,0.002412254,0.002462131,0.0021749744
DOGE,2020-03-09,0.0022028712,0.0022003625,0.0022363426,0.0020806593
DOGE,2020-03-10,0.0022193933,0.0022028712,0.0022726427,0.0021506527
DOGE,2020-03-11,0.0021950679,0.0022195088,0.0022571482,0.0020883073
DOGE,2020-03-12,0.0016970346,0.002195417,0.0022066637,0.0015181702
DOGE,2020-03-13,0.0018056642,0.0016965899,0.0018181075,0.0011763269
DOGE,2020-03-14,0.0016892934,0.0017988884,0.0018399709,0.0016525391
DOGE,2020-03-15,0.0016379067,0.0016917116,0.0019592959,0.0016243435
DOGE,2020-03-16,0.0015822947,0.0016664692,0.001706553,0.0014046375
DOGE,2020-03-17,0.0016745348,0.0015819058,0.0016954234,0.0015515448
DOGE,2020-03-18,0.0016040272,0.0016742521,0.001680259,0.0015414407
DOGE,2020-03-19,0.0018036115,0.0016040578,0.0018622201,0.0015576034
DOGE,2020-03-20,0.0017735944,0.001803935,0.0019607983,0.0016456383
DOGE,2020-03-21,0.0017843452,0.0017737163,0.0018646947,0.0016888563
DOGE,2020-03-22,0.0017332132,0.0017843216,0.0018528708,0.0017032424
DOGE,2020-03-23,0.0018327492,0.0017329108,0.0018881178,0.0016815138
DOGE,2020-03-24,0.0018799181,0.0018326553,0.0019393014,0.001805703
DOGE,2020-03-25,0.0018358985,0.0018800294,0.0019188384,0.0017770065
DOGE,2020-03-26,0.0018666246,0.001843982,0.0018781281,0.001809208
DOGE,2020-03-27,0.0018486925,0.0018660154,0.0018840908,0.0018062279
DOGE,2020-03-28,0.0017955527,0.0018490071,0.0018528361,0.0016926147
DOGE,2020-03-29,0.0017225737,0.0017708481,0.0018061315,0.0016811405
DOGE,2020-03-30,0.0018518677,0.0017224713,0.0018782003,0.001703817
DOGE,2020-03-31,0.0018295971,0.0018507859,0.0018558585,0.0017935644
DOGE,2020-04-01,0.001836286,0.0018298531,0.0018675042,0.0017513769
DOGE,2020-04-02,0.0019017842,0.0018363383,0.0019872608,0.0018144164
DOGE,2020-04-03,0.0018465028,0.0019018487,0.0019463823,0.0018090877
DOGE,2020-04-04,0.001883079,0.0018462144,0.0019227933,0.0018282733
DOGE,2020-04-05,0.0018769193,0.0018830856,0.0018954607,0.0018420396
DOGE,2020-04-06,0.001976876,0.0018769193,0.0020160098,0.0018421999
DOGE,2020-04-07,0.001993841,0.001976876,0.0020532637,0.0019560003
DOGE,2020-04-08,0.002030146,0.0019945056,0.0020506708,0.0019618823
DOGE,2020-04-09,0.0020274925,0.0020299401,0.0020489011,0.0019710068
DOGE,2020-04-10,0.0019464265,0.0020274831,0.0020409431,0.0018567371
DOGE,2020-04-11,0.0019518896,0.001946604,0.0020102822,0.0019185314
DOGE,2020-04-12,0.0019794717,0.0019518909,0.0020492562,0.0019263915
DOGE,2020-04-13,0.0019448389,0.0019786655,0.0020193024,0.0018651885
DOGE,2020-04-14,0.0019886537,0.0019433887,0.0020013099,0.001913054
DOGE,2020-04-15,0.0019115975,0.0019887582,0.0019950128,0.0018969685
DOGE,2020-04-16,0.0020053842,0.0019116427,0.002027133,0.0018668532
DOGE,2020-04-17,0.002002454,0.0020056498,0.0020403577,0.0019784206
DOGE,2020-04-18,0.0020528964,0.002002398,0.002072188,0.001979626
DOGE,2020-04-19,0.0020544739,0.0020528989,0.0020727138,0.0019965361
DOGE,2020-04-20,0.001986862,0.0020544447,0.0020651218,0.001930982
